Id,CAS,SMILES,Status,Experimental value,Predicted value
8328,96662-66-7,O=C(NC1CC(NC(C)(C)C1)(C)C)NP(=O)(N2CC2)N3CC3,Training,-0.8,0.5803
8329,96841-03-1,N#CC(=Cc1oc(cc1)Cl)C(=O)OC,Training,2.4,2.5697
8330,96850-25-8,Oc1ccccc1CCCCCCCCCCCCC,Training,8.61,7.9533
8331,96860-23-0,n1ccccc1C(=NNC(NNC(N(C)C)=S)=S)C,Training,1.25,0.8118
8332,96914-10-2,O=C(OCC)CC(CO)C(c1cncn1C)CC,Training,0.73,2.0286
8333,96914-11-3,O=C(OCCCCCC)C(CC)C(CO)Cc1cncn1C,Training,2.71,3.993
8334,97055-06-6,O=C(Nc1c(cccc1CC)C)C,Training,1.41,1.5615
8335,97141-29-2,O=C(Nc1cc(ccc1S(=O)(=O)N)C)C(C)C,Training,1.45,0.933
8336,97141-30-5,O=C(Nc1cc(ccc1S(=O)(=O)N)C(F)(F)F)C(C)C,Training,2.45,1.3487
8337,97141-31-6,O=C(Nc1cc(OC)ccc1S(=O)(=O)N)C(C)C,Training,1.37,0.4666
8338,97141-32-7,O=C(Nc1cc(ccc1S(=O)(=O)N)C)C(CC)CC,Training,2.13,1.9152
8339,97141-33-8,O=C(Nc1cc(ccc1S(=O)(=O)N)C(F)(F)F)C(CC)CC,Training,3.06,2.3309
8340,97141-34-9,O=C(Nc1cc(OC)ccc1S(=O)(=O)N)C(CC)CC,Training,2.01,1.4488
8341,97141-35-0,O=C(Nc1cc(ccc1S(=O)(=O)N)Cl)C(CC)CC,Training,2.55,2.0124
8342,97183-44-3,N(NC(=Nc1ccccc1)N)=C(c2ccccc2)C,Training,2.18,1.4511
8343,97183-45-4,N(NC(=Nc1ccccc1)N)=C(CCC)CCC,Training,2.33,2.1988
8344,97183-47-6,N(NC(=Nc1ccccc1)N)=C(C)CCCC,Training,2.05,1.7077
8345,97183-49-8,N=C(N)NN=C(c1ccccc1)c2cccs2,Training,1.96,2.6108
8346,97183-51-2,N=C(N)NN=C(CCC)CCC,Training,1.73,2.3216
8347,97383-42-1,O=C(OC)C1(CC1)S(=O)(=O)c2ccccc2,Training,1.43,-0.1642
8348,97454-00-7,O=C(NCC=C)CN(C(=O)C(Cl)Cl)CC=C,Training,1,2.4854
8349,97461-38-6,O=C(OC(C)CC)C=Cc1oc(cc1)[N+](=O)[O-],Training,3.09,2.9442
8350,97461-39-7,O=C(OC(C)(C)C)C=Cc1oc(cc1)[N+](=O)[O-],Training,3.06,2.9066
8351,97461-40-0,O=C(C=Cc1oc(cc1)[N+](=O)[O-])NC(C)CC,Training,2.28,1.8749
8352,97461-41-1,O=C(C=Cc1oc(cc1)[N+](=O)[O-])NCC(C)(C)C,Training,2.61,2.3284
8353,97713-49-0,O=C(O)c2ccc(cc2(Nc1cccc(c1)Br))Cl,Training,5.16,4.7072
8354,97871-45-9,O=C(C=C(c1ccccc1)Br)NC(C)CC,Training,3.11,3.0808
8355,97871-47-1,O=C(C=C(c1ccccc1)Cl)NC(C)CC,Training,3.52,3.1798
8356,97871-48-2,O=C(NC(C)CC)C(=Cc1ccccc1)Cl,Training,2.75,3.1798
8357,97871-49-3,O=C(NC(C)CC)C(F)=Cc1ccccc1,Training,3.1,2.742
8358,97871-50-6,O=C(C=Cc1ccccc1)NC(C)CC,Training,2.85,2.6875
8359,97871-51-7,O=C(NC(C)CC)C(=Cc1ccccc1)C,Training,2.88,3.2348
8360,97871-52-8,O=C(C=C(c1ccccc1)SC)NC(C)CC,Training,3.03,2.7303
8361,97871-53-9,O=C(NC(C)CC)C(OC)=Cc1ccccc1,Training,2.86,1.9782
8362,97871-54-0,O=C(NC(C)CC)C(=Cc1ccccc1)NC(=O)C,Training,1.76,3.065
8363,97871-55-1,O=C(NC(C)CC)C(OCC)=Cc1ccccc1,Training,3.2,2.4693
8364,97871-56-2,O=C(NC(C)CC)C(=Cc1ccccc1)SCC,Training,3.4,3.2214
8365,97871-57-3,O=C(NC(C)CC)C(=Cc1ccccc1)CCCC,Training,4.07,4.7081
8366,97871-59-5,O=C(NC(C)CC)C(=Cc1ccccc1)Sc2ccccc2,Training,4.36,4.3515
8367,97871-60-8,O=C(NC(=Cc1ccccc1)C(=O)NC(C)CC)c2ccccc2,Training,2.47,4.9652
8368,97871-63-1,O=C(C=C(c1ccc(cc1)Cl)CC)NC(C)CC,Training,4.38,4.3704
8369,97871-64-2,O=C(C=C(c1ccc(cc1)Cl)CCC)NC(C)CC,Training,4.87,4.8615
8370,97871-65-3,O=C(C=C(c1ccc(cc1)Cl)C(C)C)NC(C)CC,Training,4.03,4.788
8371,97871-66-4,O=C(C=C(c1ccccc1)c2ccc(cc2)Cl)NC(C)CC,Training,4.46,5.096
8372,97871-67-5,O=C(C=C(c1ccc(cc1)Cl)Cl)NC(C)CC,Training,3.61,3.8243
8373,97871-68-6,O=C(C=C(c1ccc(cc1)Cl)Br)NC(C)CC,Training,3.9,3.7253
8374,97871-69-7,O=C(C=C(N)c1ccc(cc1)Cl)NC(C)CC,Training,2.94,1.9172
8375,97874-69-6,N#CC(C(=O)OCCOCC)=C(NCc1ccc(cc1)[N+](=O)[O-])CC,Training,2.64,2.6232
8376,97886-45-8,O=C(c1c(nc(c(C(=O)SC)c1CC(C)C)C(F)(F)F)C(F)F)SC,Training,4.75,6.1
8377,98006-91-8,N#Cc1ncc(nc1)C,Training,0.26,0.0345
8378,98079-47-1,O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCNC(C)C3)CC,Training,0.34,0.1116
8379,98079-51-7,O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)CC,Training,-0.3,0.312
8380,98087-97-9,n1ccc(cc1NCCCc2ccccc2)c3nc(n[nH]3)N,Training,3.05,1.3793
8381,98106-17-3,O=C(O)C2=CN(c1ccc(F)cc1)c3cc(c(F)cc3(C2(=O)))N4CCN(C)CC4,Training,0.89,1.7482
8382,98134-74-8,n1ncc(OCC)cc1,Training,0.2,0.5122
8383,98154-93-9,O=C(OC(C)Cc1ccccc1)N(C)C,Training,2.6,2.9818
8384,98154-94-0,O=C(OCCc2c[nH]c1ccccc12)N(C)C,Training,2.54,2.626
8385,98154-95-1,O=C(OCCc2c[nH]c1ccccc12)N(CC)CC,Training,3.3,3.6082
8386,98154-96-2,O=C(OCCCc1cnccc1)N,Training,0.46,0.9913
8387,98154-97-3,O=C(OCCCc1cnccc1)N(C)C,Training,1.44,1.8668
8388,98154-98-4,O=C(OCCCc1ncccc1)N(CC)CC,Training,2.36,2.849
8389,98154-99-5,O=C(OCC(CC)CC)N(C)C,Training,2.87,2.7473
8390,98155-00-1,O=C(OCC(CC)CC)N(CC)CC,Training,3.6,3.7295
8391,98183-16-5,O=C(OCCc1ccccc1)N(C)C,Training,2.4,2.5642
8392,98183-17-6,O=C(OCCc1ccccc1)N(CC)CC,Training,3.2,3.5464
8393,98204-04-7,O=C(OCn2ncc1C(=O)NC=Nc12)C(N)c3ccccc3,Training,-0.15,-1.9435
8394,98204-05-8,O=C(OCn2ncc1C(=O)NC=Nc12)C(N)Cc3ccccc3,Training,0.4,-1.675
8395,98204-06-9,O=C(OCn2ncc1C(=O)NC=Nc12)C(N)CC(C)C,Training,0.19,-1.7604
8396,98204-09-2,O=C(OCn2ncc1C(=O)NC=Nc12)CN(CCC)CCC,Training,1.27,-0.9363
8397,98204-10-5,O=C2NC=Nc1c2(cnn1COC(=O)C(N(CC)CC)C),Training,0.72,-1.5009
8398,98270-76-9,N=3c1ccccc1N(c2ccc(cc2)Cl)C4=CC(=NCCCN(CC)CC)C(=CC=34)Nc5ccc(cc5)Cl,Training,8.05,10.1718
8399,98319-26-7,O=C1C=CC4(C)(C(N1)CCC2C4(CCC3(C)(C(C(=O)NC(C)(C)C)CCC23))),Training,3.03,3.8811
8400,98369-49-4,O=C(OCc1ccccc1)c2ccccc2SC3NC(=O)C3,Training,2.62,2.3687
8401,98378-56-4,O=C(NCCCCCC)c1ccc(O)c(O)c1,Training,2.71,2.6991
8402,98417-00-6,O=C(c1c(no[n+]1([O-]))C)C,Training,0.98,-0.3965
8403,98417-01-7,O=C(c1no[n+]([O-])c1C)C,Training,0.8,-0.3965
8404,98486-60-3,O=C(N(CCC)C(C)C)C,Training,1.48,1.4059
8405,98547-26-3,O=C(NCC)c1cccs1,Training,1.18,1.5153
8406,98730-04-2,O=C(N1c2ccccc2(OCC1C))C(Cl)Cl,Training,2.7,3.7406
8407,98736-45-9,O=NN(C)Cc1cccc(OC)c1,Training,1.6,1.1501
8408,98736-46-0,O=NN(C)Cc1cccc(c1)Cl,Training,1.46,1.7137
8409,98736-47-1,O=NN(C)Cc1cccc(c1)Br,Training,1.65,1.9592
8410,98736-48-2,O=NN(C)Cc1cccc(c1)C(F)(F)F,Training,1.99,2.0322
8411,98736-50-6,O=NN(C)Cc1ccc(cc1)Br,Training,1.57,1.9592
8412,98736-51-7,O=NN(C)Cc1ccc(cc1)C(=O)OC,Training,1.21,0.9044
8413,98736-52-8,O=NN(C)Cc1cccc(c1)[N+](=O)[O-],Training,1.17,0.8869
8414,98827-15-7,O=C2NC=Nc1nn(cc12)COC(=O)C(C)(C)C,Training,0.79,-0.7446
8415,98827-16-8,O=C(OCn2ncc1C(=O)N(C=Nc12)COC(=O)C(C)(C)C)C(C)(C)C,Training,2.5,1.4682
8416,98827-19-1,O=C(OCn2ncc1C(=O)N(C=Nc12)COC(=O)CCC)CCC,Training,1.82,0.7082
8417,98827-21-5,O=C(OCn2ncc1C(=O)NC=Nc12)CCC,Training,0.6,-1.1246
8418,98827-22-6,O=C(OCn1nc2N=CNC(=O)c2(c1))CCC,Training,0.33,-1.1246
8419,98846-65-2,O=C(OCn2ncc1C(=O)NC=Nc12)c3ccccc3,Training,1.5,-0.6517
8420,98846-66-3,O=C(OCn2ncc1C(=O)NC=Nc12)c3cnccc3,Training,0.27,-1.8402
8421,98886-44-3,O=C1N(CCS1)P(=O)(OCC)SC(C)CC,Training,1.68,1.9664
8422,99027-00-6,O=C(N)C(NC(=O)C(NC(=O)C)Cc1ccc(O)cc1)C(C)C,Training,-0.2,0.0294
8423,99035-19-5,O=C1N=C(NC1)NCCSCc2[nH]cnc2C,Training,-0.5,0.0211
8424,99035-20-8,O=C2C=CNC(NCCSCc1[nH]cnc1C)=C2[N+](=O)[O-],Training,-0.2,-1.5551
8425,99035-21-9,O=C2C(=O)C(NCCSCc1[nH]cnc1C)=C2(NC),Training,-0.08,0.8368
8426,99069-47-3,O=C(N)CC(n2nnc1ccccc12)C,Training,0.75,-0.1242
8427,99081-87-5,[O-][N+](=Cc1c(cccc1Cl)Cl)c2ccccc2,Training,2.16,2.846
8428,99081-88-6,[O-][N+](=Cc1ccc(cc1)C(C)C)c2ccccc2,Training,3.37,3.013
8429,99167-62-1,O=C1NC(NC(=O)C1(CCC)CCC)=S,Training,2.66,2.1565
8430,99167-69-8,O=C1NC(=O)C(C(=O)N1)(C(C)C)C(C)C,Training,1.56,1.6291
8431,99310-47-1,O=C(Nc1ccc(c(c1Cl)Cl)Cl)C,Training,2.88,3.0332
8432,99414-56-9,O=C(O)CC(C)CC(=O)c1ccc(OC)c(c1)Cl,Training,2.6,3.0531
8433,99481-58-0,O=C(c1ccc(cc1)Br)C(=NO)SCCC,Training,3.38,2.9209
8434,99607-70-2,O=C(OC(C)CCCCC)COc1ccc(c2cccnc12)Cl,Training,5.03,5.1196
8435,99726-76-8,O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCNCC3)CC,Training,-0.57,-0.1056
8436,99764-47-3,ON=Cc1nc(no1)C(C)(C)C,Training,2.15,1.5891
8437,99854-42-9,O=C(Oc1ccc(cc1)N(C(=O)C(Cl)Cl)C)C,Training,1.56,2.9513
8438,99877-03-9,O=C(OCC(O)C)C(N)Cc1ccc(O)c(O)c1,Training,-0.49,-0.7116
8439,99877-04-0,O=C(OC(C)COC)C(N)Cc1ccc(O)c(O)c1,Training,0.08,-0.0123
8440,99877-05-1,O=C(OC1CCCCC1)C(N)Cc2ccc(O)c(O)c2,Training,1.79,2.1141
8441,99877-06-2,O=C(OCC1OCCCC1)C(N)Cc2ccc(O)c(O)c2,Training,0.47,0.8575
8442,99877-08-4,O=C(OCCc1ccccc1)C(N)Cc2ccc(O)c(O)c2,Training,1.76,2.0434
8443,99877-09-5,O=C(OCCc1ccc(cc1)Cl)C(N)Cc2ccc(O)c(O)c2,Training,2.33,2.6879
8444,99877-10-8,O=C(OCCc1ccc(OC)cc1)C(N)Cc2ccc(O)c(O)c2,Training,1.69,2.1243
8445,99877-11-9,O=C(OCCOc1ccccc1)C(N)Cc2ccc(O)c(O)c2,Training,1.51,1.577
8446,100134-47-2,O=C(NCCC)c1cc2ccccc2([nH]1),Training,2.8,2.248
8448,100199-35-7,OC3(c1ccccc1Cl)(CCCCC3(n2ncnc2)),Training,2.68,2.8317
8449,100199-38-0,OC3(c1cc(ccc1Cl)Cl)(CCCCC3(n2ncnc2)),Training,3.24,3.4762
8450,100400-78-0,O=C1N(C(=O)CCCCCC)CCC1,Training,3.04,1.8256
8451,100515-03-5,n1cc(c(nc1N)N)Cc2cc(OCC)cc(OCC)c2,Training,2.52,2.3619
8452,100640-32-2,O=C(NCCN2CCN(c1ccccc1(OC))CC2)C3CCCCC3,Training,2.8,3.0683
8453,100668-10-8,O=C(C=Cc1ccc(O)c(O)c1)NCc2ccccc2,Training,2.48,2.0351
8454,100668-11-9,O=C(C=Cc1ccc(O)c(O)c1)NCCCCCC,Training,3.37,2.7828
8455,100668-21-1,Oc1ccc(C=CCCCC)cc1(O),Training,3.82,3.8204
8456,100754-93-6,O=C(O)Cc2ccccc2(Nc1c(F)cccc1Cl),Training,3.8,3.5716
8457,100853-65-4,O=P(NN=Cc1ccc(cc1)Cl)(N2CC2)N3CC3,Training,0.13,0.8679
8458,100853-66-5,O=P(NN=Cc1ccccc1)(N2CC2)N3CC3,Training,0.48,0.2234
8459,100853-67-6,O=P(NN=Cc1ccc(OC)cc1)(N2CC2)N3CC3,Training,0.42,0.3043
8460,100853-68-7,O=[N+]([O-])c3ccc(C=NNP(=O)(N1CC1)N2CC2)cc3,Training,0.45,0.0411
8461,100853-69-8,O=P(N(N=Cc1ccccc1)C)(N2CC2)N3CC3,Training,0.51,0.7707
8462,100853-70-1,O=P(N(N=Cc1ccc(F)cc1)C)(N2CC2)N3CC3,Training,0.48,0.9711
8463,100853-71-2,O=P(N(N=Cc1ccc(cc1)Br)C)(N2CC2)N3CC3,Training,0.31,1.6607
8464,100853-72-3,O=P(N(N=Cc1ccc(OC)cc1)C)(N2CC2)N3CC3,Training,0.47,0.8516
8465,100853-73-4,O=[N+]([O-])c3ccc(C=NN(C)P(=O)(N1CC1)N2CC2)cc3,Training,0.51,0.5884
8466,100853-74-5,O=P(N(N=Cc1ccccc1)c2ccccc2)(N3CC3)N4CC4,Training,0.56,1.9874
8467,100853-75-6,O=P(N(N=Cc1ccc(F)cc1)c2ccccc2)(N3CC3)N4CC4,Training,0.56,2.1878
8468,100853-76-7,O=P(N(N=Cc1ccc(OC)cc1)c2ccccc2)(N3CC3)N4CC4,Training,0.57,2.0683
8469,100853-77-8,O=[N+]([O-])c4ccc(C=NN(c1ccccc1)P(=O)(N2CC2)N3CC3)cc4,Training,0.57,1.8051
8470,100853-78-9,O=[N+]([O-])c1ccc(cc1)N(N=Cc2ccccc2)P(=O)(N3CC3)N4CC4,Training,0.57,1.8051
8471,100853-79-0,O=P(NN=C(C)C)(N1CC1)N2CC2,Training,0.45,0.5263
8472,100853-80-3,O=P(N(N=C(C)C)C)(N1CC1)N2CC2,Training,0.51,1.0736
8473,100853-81-4,O=P(N(N=C(C)C)c1ccccc1)(N2CC2)N3CC3,Training,0.57,2.2903
8474,100853-82-5,O=P(N(N=Cc1ccc(cc1)Cl)c2ccccc2)(N3CC3)N4CC4,Training,0.35,2.6319
8475,100853-83-6,O=P(NN=Cc1ccc(F)cc1)(N2CC2)N3CC3,Training,0.45,0.4238
8476,100866-99-7,O=C(c1ccc(cc1)S(=O)(=O)c2ccc(N)cc2)C,Training,1.67,1.3706
8477,101048-47-9,N#Cc1ccc(C=CC(=O)C(F)(F)F)cc1,Training,2.42,1.7116
8478,101048-56-0,N#Cc1cccc(C=CC(=O)C(F)(F)F)c1,Training,2.45,1.7116
8479,101054-93-7,FC(F)(F)CC(O)C,Training,0.71,1.1832
8480,101063-92-7,O=C(O)CCC1=NS(=O)(=O)c2ccc(cc2(N1))Cl,Training,0.72,0.1974
8481,101063-93-8,O=C(O)CCC1=NS(=O)(=O)c2cc(cc(c2(N1))Cl)Cl,Training,1.04,0.8419
8482,101063-94-9,O=C(O)CCC1=NS(=O)(=O)c2cc(c(cc2(N1))Cl)Cl,Training,1.5,0.8419
8483,101063-95-0,O=C(O)CCC1=NS(=O)(=O)c2cc(cc(c2(N1))Br)Br,Training,1.35,1.3329
8484,101063-96-1,O=C(O)CCC1=NS(=O)(=O)c2ccc(cc2(N1))C,Training,0.16,0.1002
8485,101063-97-2,O=C(O)CCC1=NS(=O)(=O)c2ccc(OC)cc2(N1),Training,0.18,-0.3662
8486,101063-98-3,O=C(O)CCC1=NS(=O)(=O)c2ccc(cc2(N1))C(F)(F)F,Training,1.3,0.5159
8487,101063-99-4,O=C(O)CCCC1=NS(=O)(=O)c2ccc(cc2(N1))Cl,Training,0.83,0.6885
8488,101064-00-0,O=C(O)CCCC1=NS(=O)(=O)c2cc(ccc2(N1))Cl,Training,0.83,0.6885
8489,101064-01-1,O=C(O)CCCC1=NS(=O)(=O)c2cc(cc(c2(N1))Cl)Cl,Training,1.22,1.333
8490,101064-02-2,O=C(O)CCCC1=NS(=O)(=O)c2cc(c(cc2(N1))Cl)Cl,Training,1.8,1.333
8491,101064-03-3,O=C(O)CCCC1=NS(=O)(=O)c2cc(ccc2(N1))Br,Training,1.02,0.934
8492,101064-04-4,O=C(O)CCCC1=NS(=O)(=O)c2cc(cc(c2(N1))Br)Br,Training,1.51,1.824
8493,101064-05-5,O=C(O)CCCC1=NS(=O)(=O)c2ccc(cc2(N1))C,Training,0.33,0.5913
8494,101064-06-6,O=C(O)CCCC1=NS(=O)(=O)c2ccc(OC)cc2(N1),Training,0.12,0.1249
8495,101064-07-7,O=C(O)CCCC1=NS(=O)(=O)c2ccc(cc2(N1))C(F)(F)F,Training,1.24,1.007
8496,101080-58-4,O=C(N)c1c(cccc1Cl)C,Training,0.89,1.9299
8497,101126-53-8,O=C2CCCCC2(Oc1cc(c(OCCN(C)C)cc1C)C(C)C),Training,3.63,4.0752
8498,101126-54-9,O=C2c3ccccc3(C(=O)C(CNCCOc1cc(c(O)cc1C(C)C)C)C2),Training,4.25,3.9099
8499,101126-55-0,O=C(Oc1ccc(OCCN(C)C)cc1C)C,Training,1.64,1.9152
8500,101250-97-9,O=[N+]([O-])N=C(NC)NC,Training,-0.7,-2.6461
8501,101347-40-4,O=P(OCCOCCOCC)(N1CC1)N2CC2,Training,0.1,-0.6305
8502,101347-42-6,O(CC)CCOCCOP(N1CC1)(N2CC2)=S,Training,0.38,1.7934
8503,101398-30-5,N#CC(C#N)=NNc1ccccc1Br,Training,3.11,3.3959
8504,101398-31-6,N#CC(C#N)=NNc1ccccc1C(F)(F)F,Training,4.2,3.4689
8505,101398-33-8,N#CC(C#N)=NNc1cc(ccc1C)C,Training,3.08,3.6005
8506,101421-55-0,O=C(C=C)NCCCN(CCO)CCO,Training,-0.6,-1.6942
8507,101533-57-7,N#Cc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,Training,1.63,1.237
8508,101533-58-8,O=C(c1ccc(cc1)S(=O)(=O)c2ccc(N)cc2)N(CC)CC,Training,1.44,2.0944
8509,101626-70-4,n1c(N)sc2c1CCN(CC=C)CC2,Training,1.48,1.6012
8510,101705-35-5,O=C(O)CCCCOc1cccc2ccccc12,Training,4,3.9775
8511,101705-36-6,O=C(O)CCCCCOc1cccc2ccccc12,Training,4.5,4.4686
8512,101708-63-8,O=C1NC(CC1)C2CCCN(=O)C2,Training,-1.01,-0.4614
8513,101820-62-6,O=C(N)c1ccccc1(NCC(O)CO),Training,-0.8,-1.2461
8514,101820-63-7,O=C(N)c1ccccc1(NCC(O)C),Training,0.62,-0.1877
8515,101820-64-8,O=C(N)c1ccccc1(NCCOCCCC),Training,2.27,1.5673
8516,101820-65-9,O=C(N)c1cc(ccc1(NCCOCCCC))Cl,Training,2.99,2.2118
8517,101820-66-0,O=C(N)c2ccccc2(NCCOc1ccccc1C),Training,2.94,2.6482
8518,101820-68-2,O=C(N)c1cc(ccc1(NCCO))Cl,Training,1.26,0.0392
8519,101870-22-8,n1ccccc1OCCC,Training,2.38,2.3225
8520,101881-19-0,O=C(OC)C1CC(=O)N(CCCCCCCCCCCC)C1,Training,4,4.7629
8521,101903-30-4,O=C(OCCCC=C)C(N(C(=O)n1cncc1)Cc2occc2)CC,Training,3,2.8356
8522,102089-65-6,O=C(Nc1c(cccc1C)C)CCCN,Training,0.71,0.5816
8523,102089-66-7,O=C(Nc1c(cccc1C)C)CCCCN,Training,1.02,1.0727
8524,102089-67-8,O=C(Nc1c(cccc1C)C)CCCCCN,Training,1.29,1.5638
8525,102089-68-9,O=C(Nc1c(cccc1C)C)CCC(N)C,Training,1.08,0.9992
8526,102089-69-0,O=C(Nc1c(cccc1C)C)CCCCCN(CC)CC,Training,2.95,3.2231
8527,102151-07-5,OC(COc1ccc(cc1)c2nc(c[nH]2)c3cccs3)CNCCC,Training,2.84,2.9087
8528,102151-09-7,OC(COc1ccc(cc1)c2nc(c[nH]2)c3cccs3)CNCCOCC,Training,2.25,2.1432
8529,102151-10-0,OC(COc1ccc(cc1)c2nc(c[nH]2)c3cccs3)CNCCc4ccncc4,Training,2.25,2.9369
8530,102151-13-3,O=C(NCCNCC(O)COc1ccc(cc1)c2nc(c[nH]2)C)NCCCC,Training,1.24,1.398
8531,102151-23-5,OC(COc1ccc(cc1)COCc2ncc[nH]2)CNCCc3ccc(OC)c(OC)c3,Training,1.29,2.206
8532,102152-14-7,OC(COc1ccc(cc1(OC))c2nc(c[nH]2)C)CNCCc3ccc(OC)c(OC)c3,Training,1.89,3.1086
8533,102152-21-6,O=C(c1[nH]c(nc1C)c3ccc(OCC(O)CNCCc2ccc(OC)c(OC)c2)cc3)C,Training,2.14,2.7083
8534,102152-24-9,OC(COc1ccc(cc1)c2nc(c[nH]2)CCOC)CNCCc3ccc(OC)c(OC)c3,Training,2.06,2.7533
8535,102152-27-2,OC(COc1ccc(cc1)c2nc(c[nH]2)Cl)CNCCc3ccc(OC)c(OC)c3,Training,2.4,3.1249
8536,102152-28-3,O=C(OCC)c1nc([nH]c1)c3ccc(OCC(O)CNCCc2ccc(OC)c(OC)c2)cc3,Training,2.3,2.8067
8537,102262-55-5,N=C5C=C3C(=Nc1ccccc1N3(c2ccc(cc2)Cl))C=C5(Nc4ccc(cc4)Cl),Training,6.47,8.455
8538,102273-19-8,O=C(OCOc2ccccc2(C(=O)NCN1CCOCC1))C,Training,0.27,0.1484
8539,102273-20-1,O=C(OCOc2ccccc2(C(=O)NCN1CCOCC1))CCC,Training,1.34,1.1306
8540,102273-21-2,O=C(OCOc2ccccc2(C(=O)NCN1CCOCC1))C(C)(C)C,Training,1.81,1.5106
8541,102273-25-6,O=C(OCOc1ccccc1(C(=O)N))C,Training,0.52,0.8632
8542,102281-28-7,OC(COc1ccc(cc1)c2nc(c[nH]2)COC)CNCCc3ccc(OC)c(OC)c3,Training,1.71,2.2622
8543,102361-46-6,O=S(c3ccc(c1nc2n(c1)CCNC2(OC))c(OC)c3)C,Training,1.49,-0.5214
8544,102361-56-8,O=C(N)c3ccc(c1nc2NCCCn2(c1))c(OC)c3,Training,0.7,1.2049
8545,102362-14-1,O=S(c3ccc(c1nc2n(c1)CCNC2)c(OC)c3)C,Training,1.11,0.3176
8546,102408-26-4,n1cccc3c1ccc2c3(nc(NC)n2C),Training,1.82,1.3997
8547,102408-27-5,n1cccc3c1ccc2c3(nc(n2C)N(C)C),Training,2.28,1.947
8548,102417-86-7,c1ccc(c(c1)C2=CCN(C)CC2)C,Training,3.1,3.4958
8549,102587-48-4,O=C(Nc1cccc(c1)Cc2ccccc2)N(C)C,Training,2.83,3.6387
8550,102587-49-5,O=C(Nc1cccc(c1)CCc2ccccc2)N(C)C,Training,3.21,4.1298
8551,102587-50-8,n1c(nc(nc1NC2CCC2)Cl)NCC,Training,2.77,3.1962
8552,102587-54-2,n1c(nc(nc1NC(C)CCCCC)Cl)NCC,Training,4.74,4.7819
8553,102626-89-1,O=C(Nc1nonc1C)NC,Training,0.3,1.049
8554,102632-22-4,O=C(Oc1c(OC)c(OC)c(OC(=O)C)c2cc(c(cc12)C)C)C,Training,3.14,3.619
8555,103066-37-1,O=C2N(C(=O)C3C1C=CC(C1)C23)CCCCN5CCN(c4ncccn4)CC5,Training,1.36,-0.0822
8556,103188-47-2,O=C(C=Cc1ccc(O)c(O)c1)NCCc2ccccc2,Training,2.72,2.3036
8557,103360-35-6,n1cc(c(nc1N)N)Cc2cc(ccc2(OC))I,Training,2.7,2.466
8558,103361-09-7,O=C1C4=C(C(=O)N1c3cc2c(OCC(=O)N2CC#C)cc3(F))CCCC4,Training,2.55,0.8935
8559,103426-94-4,c2c1c(c(c(cc1Cl)Cl)Cl)c(c(c2Cl)Cl)Cl,Training,7.5,7.036
8560,103426-96-6,c1c2c(cc(c1Cl)Cl)c(c(c(c2Cl)Cl)Cl)Cl,Training,7.7,7.036
8561,103450-89-1,N#CN(COC)C5CC(OC2c1c(O)c3C(=O)c4c(OC)cccc4(C(=O)c3(c(O)c1CC(O)(C(=O)C)C2)))OC(C)C5(O),Training,2.64,0.5498
8562,103499-06-5,ON=Cc1nc(no1)Cc2ccccc2,Training,2.29,1.9347
8563,103499-08-7,ON=Cc1noc(n1)c2ccccc2,Training,2.4,1.4436
8564,103499-09-8,ON=C(c1nc(no1)C(C)(C)C)SCCN(CC)CC,Training,2.02,2.2336
8565,103499-11-2,ON=C(c1nc(no1)c3cccc2ccccc23)SCCN(CC)CC,Training,3.87,3.2641
8566,103595-57-9,O=S(=O)(c1cc(OC)c(OC)c(OC)c1)CCN(C)Cc2ccccc2,Training,2.18,2.2105
8567,103620-84-4,N#CCN(CC(=O)O)C5CC(OC2c1c(O)c3C(=O)c4c(OC)cccc4(C(=O)c3(c(O)c1CC(O)(C(=O)C)C2)))OC(C)C5(O),Training,0.03,-1.333
8568,103628-46-2,O=S(=O)(NC)Cc1ccc2[nH]cc(c2(c1))CCN(C)C,Training,0.93,1.4064
8569,103748-25-0,n1c(N)n(c2ccc(cc12)Cl)C,Training,2.09,1.5094
8570,103839-45-8,O=C(OCCCl)N1C=C(F)C(=O)NC1(=O),Training,0.02,2.1032
8571,103890-78-4,O=C(OC(C)(C)C)C=Cc1ccccc1C2C(C(=O)OCC)=C(NC(=C2(C(=O)OCC))C)C,Training,5.2,5.3892
8572,103910-47-0,O=C(O)C(O)(c1ccc(cc1)CC(C)C)CC,Training,3.37,3.0932
8573,103951-39-9,O=C(OCOc1ccccc1(C(=O)N))CCC,Training,1.66,1.8454
8574,103951-40-2,O=C(N)c1ccccc1(OCOC(=O)C(C)(C)C),Training,2,2.2254
8575,103970-46-3,O=C(OC)Nc1ccccc1I,Training,2.44,2.9188
8576,103981-92-6,O=C(NC1CC(C)(C)N(=O)C(C)(C)C1)NP(=O)(N2CC2(C)C)N3CC3(C)C,Training,0.44,1.4787
8577,103981-93-7,O=C(NC1CC(C)(C)N(=O)C1(C)(C))NP(=O)(N2CC2(C)C)N3CC3(C)C,Training,0.45,0.9876
